area,local_price,replace,replace.1,tipology,n_rooms,n_baths,has_garage,has_pool,has_elevator,is_exterior
0.17460338526108193,3200,0.2064467279871517,-0.1239847486248142,1,-0.9769380711064063,0.20190148061379656,0,0,1,1
1.0254079339949593,6000,0.26585571093717464,0.02010626574268689,1,1.4818636536362335,2.1183056688015522,1,1,1,1
0.2559846899225832,2460,1.238450807329134,-0.6501121693116881,1,0.6622630787220203,0.20190148061379656,1,1,1,1
-0.09913373041851341,3000,0.3263024053790243,0.4930830254728094,1,0.6622630787220203,1.1601035747076742,0,0,0,1
0.10062038102335345,3675,-0.6926005663707034,0.5583386425906598,1,0.6622630787220203,0.20190148061379656,1,1,1,1
-0.30628614228415313,3000,0.6792540267806867,2.0844964616467467,1,-0.15733749619219303,0.20190148061379656,0,1,0,1
0.7886623204342282,9450,-0.2807588177662602,0.2651977854341239,1,0.6622630787220203,1.1601035747076742,0,0,1,1
0.6185014106874527,5400,-0.11083356085998584,0.4645270135273248,1,0.6622630787220203,1.1601035747076742,0,0,1,1
0.3595608958554031,3600,-0.17283682254090435,-0.27024168805014753,1,0.6622630787220203,1.1601035747076742,0,0,1,1
-0.010354125333239242,3000,-0.45068407466915206,-0.8195744308193265,1,-0.9769380711064063,-0.7563006134800812,0,0,0,0
-0.6170147600826127,1350,-0.9808249334261574,-0.11053321405581566,1,-1.7965386460206196,-0.7563006134800812,1,0,0,1
0.06362887890448922,3750,-0.3563820427840178,-0.31182174935606544,1,-0.15733749619219303,0.20190148061379656,0,0,1,1
0.14501018356599055,7500,-0.2640257199476592,-0.23622099018598527,1,-0.15733749619219303,1.1601035747076742,0,0,1,1
1.7652379763722439,9000,-0.2719382700783644,0.20528573342565531,1,1.4818636536362335,2.1183056688015522,1,0,1,1
-0.4172606486407458,850,0.2214935446286652,0.4116328436962168,1,-0.9769380711064063,-0.7563006134800812,0,0,0,1
1.7060515729820611,4200,1.333920264643872,-1.2191591049582633,1,2.3014642285504467,3.07650776289543,1,1,1,1
-0.26189633974151605,1900,-0.7207484906080958,-0.4994806312499467,1,-0.15733749619219303,-0.7563006134800812,0,0,1,1
-0.26929464016528887,950,1.2851803787496843,1.193111000094993,1,0.6622630787220203,-0.7563006134800812,0,1,1,1
-0.4172606486407458,1250,-0.6462926910165592,-1.2948168621560858,1,-0.15733749619219303,-0.7563006134800812,0,0,0,0
0.3595608958554031,4153,-0.3694831503798966,0.28682141224402735,1,1.4818636536362335,1.1601035747076742,0,0,1,1
-0.5800232579637484,795,-2.5089848201472242,2.7290800336821404,1,-1.7965386460206196,-0.7563006134800812,1,1,1,1
-0.09913373041851341,2400,0.11058812886246537,0.06433673534275791,1,-0.15733749619219303,0.20190148061379656,1,0,1,1
-0.43945554991206437,1750,-0.14663460735252934,-0.8139031270495736,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.4172606486407458,1800,0.8236256381840885,0.14763935302381023,1,-0.9769380711064063,-0.7563006134800812,1,0,1,1
0.32256939373653887,1800,0.7455378483698298,2.7021413407766004,1,0.6622630787220203,0.20190148061379656,1,0,1,1
-0.010354125333239242,4200,-0.12276724302287842,-0.0013249927234451153,1,-0.15733749619219303,0.20190148061379656,0,0,1,1
-0.1953116359275604,2500,-0.6849474441155522,-0.6796513972371451,1,-0.15733749619219303,0.20190148061379656,0,1,1,1
1.3953229551836017,8500,-0.2666199986785548,-0.022343015487705235,1,0.6622630787220203,1.1601035747076742,0,0,1,1
-0.30628614228415313,1100,-0.17170944115206319,-0.6406707840674608,1,0.6622630787220203,-0.7563006134800812,0,0,0,1
-0.34327764440301733,2170,-0.2950273507881185,0.5493543284533415,1,-0.15733749619219303,-0.7563006134800812,0,0,0,0
-0.34327764440301733,950,-0.1422243335101519,-0.6286951603525681,1,-1.7965386460206196,-0.7563006134800812,0,0,0,0
1.1659756420466434,3500,0.880051200589885,0.9369622919933708,1,1.4818636536362335,1.1601035747076742,1,1,1,1
-0.35807424525056303,2550,-0.15389858780111465,0.3328188207070839,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.24709973889397033,1270,-2.4608609496784575,2.8392643462412828,1,-0.15733749619219303,0.20190148061379656,1,1,1,1
-0.1953116359275604,2344,0.08918532932955715,0.05451882504818993,1,-0.15733749619219303,-0.7563006134800812,0,0,0,0
-0.3802691465218816,1377,1.0294816555173008,-0.5974103678243516,1,-0.15733749619219303,-0.7563006134800812,0,0,0,1
-0.26929464016528887,2565,0.09722759339803932,0.6629798969428508,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.4172606486407458,1890,-0.5649620527892851,-0.4398535693808268,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.34327764440301733,2750,-0.6189230504019632,-0.367337828467608,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
0.10062038102335345,2000,-0.5506935197640443,-0.47026201723107636,1,-0.15733749619219303,-0.7563006134800812,0,0,0,1
0.019239076361852146,1160,-1.1519176157620354,3.9938876456067733,1,-0.15733749619219303,0.20190148061379656,0,1,1,1
0.026637376785624993,2500,-0.27569997423862197,0.0054506478352971946,1,-0.15733749619219303,0.20190148061379656,1,0,1,0
-0.5282351549973385,1770,0.09956244425338087,-0.6607992995307304,1,-0.9769380711064063,-0.7563006134800812,0,0,0,0
0.06362887890448922,3800,0.5967559631242922,0.07853636902722677,1,0.6622630787220203,2.1183056688015522,1,0,1,1
0.2855778916176746,2900,0.9648841151052452,-0.3032435461668079,1,0.6622630787220203,0.20190148061379656,1,0,1,1
0.5519167068734971,4500,0.14976173770580123,0.006526485610859978,1,1.4818636536362335,2.1183056688015522,0,0,1,1
-0.23230313804642463,2400,-0.2504057566076792,-0.354812511850826,1,-0.9769380711064063,0.20190148061379656,0,0,1,0
0.2559846899225832,2400,1.238450807329134,-0.6501121693116881,1,0.6622630787220203,0.20190148061379656,1,1,1,1
-0.26929464016528887,950,-0.9259559382594298,0.7437674766457525,1,-0.15733749619219303,-0.7563006134800812,1,0,1,1
-0.45425215075961006,1950,-0.41864473233710775,-0.6692920056782086,1,-0.15733749619219303,-0.7563006134800812,0,0,1,1
-0.23230313804642463,1200,2.3137966173076294,1.045119527328816,1,-0.15733749619219303,0.20190148061379656,1,1,1,1
-0.4172606486407458,2200,0.1961993269977224,0.11817849738661361,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
1.8836107831526094,7000,0.25755401899676267,-0.15681561265791572,1,3.12106480346466,3.07650776289543,1,0,1,1
-0.49124365287847427,750,2.347613326979433,-0.1282305492281886,1,-0.9769380711064063,-0.7563006134800812,1,1,1,1
-0.23230313804642463,3000,0.7332150243933646,2.101175509542142,1,-0.15733749619219303,0.20190148061379656,0,1,0,1
0.0932220805995806,4725,-0.14922888608342486,-0.2032191320693382,1,-0.15733749619219303,1.1601035747076742,0,0,1,1
2.5050680187495287,4700,0.9813577850519163,1.581374869945219,0,2.3014642285504467,3.07650776289543,0,1,0,1
-0.05474392787587632,1515,0.9069534874963837,1.6286164679297301,1,0.6622630787220203,0.20190148061379656,0,1,1,1
0.50752690433086,4500,-0.31759757575063036,0.42480651287967774,1,0.6622630787220203,1.1601035747076742,0,0,1,1
-0.34327764440301733,2970,-0.04662516225763703,0.13620412368960294,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.4172606486407458,2303,-0.5672969036448683,-0.41529454413740824,1,-0.9769380711064063,-0.7563006134800812,0,0,0,0
2.1351529975608865,8950,-0.18749449737271104,0.03277407742899062,1,0.6622630787220203,2.1183056688015522,1,0,1,1
0.2707812907701289,3000,-0.33614666868047166,-0.43833599688967356,1,-0.15733749619219303,0.20190148061379656,0,0,1,1
-0.1953116359275604,2800,-0.34885863446301946,-0.46622940676177255,1,-0.15733749619219303,0.20190148061379656,0,0,1,1
-0.15832013380869617,4400,-0.057780560804498525,-0.5288702393526811,1,-0.15733749619219303,-0.7563006134800812,0,0,1,1
-0.4764470520309286,1620,-0.7425404319507107,-0.6453813330014689,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.29888784186038025,1200,-1.3035532076103984,-1.1572164982082702,1,-0.15733749619219303,-0.7563006134800812,1,0,1,1
-0.23230313804642463,1200,-1.4579127921276753,-0.40395193659819434,1,-0.15733749619219303,-0.7563006134800812,0,0,1,1
0.10062038102335345,3000,-0.6326727276763375,0.5878279972421722,1,0.6622630787220203,0.20190148061379656,1,1,1,1
0.50752690433086,3600,0.04106145886079012,0.014199845108113575,1,0.6622630787220203,0.20190148061379656,0,0,1,1
-0.06214222829964917,1000,-1.850686592058176,-1.6279204615788738,1,0.6622630787220203,-0.7563006134800812,1,0,1,1
0.11541698187089915,3500,-0.07036281264951096,-0.4626741547756022,1,-0.15733749619219303,1.1601035747076742,0,0,1,0
-0.45425215075961006,700,-0.8300624620665227,-1.4239142267509877,1,-0.15733749619219303,-0.7563006134800812,0,0,0,1
-0.23230313804642463,1600,-0.22926238494670081,-0.41641313043371475,1,-0.15733749619219303,-0.7563006134800812,0,1,1,1
-0.010354125333239242,3045,-0.717246214319768,-0.7371481578159623,1,0.6622630787220203,-0.7563006134800812,0,0,0,0
-0.15092183338492332,2700,-0.01380753630593749,0.03962096552250044,1,-0.15733749619219303,0.20190148061379656,0,0,1,1
-0.5282351549973385,950,0.04676887207030658,-0.8452876661265813,1,-0.9769380711064063,-0.7563006134800812,0,0,0,0
0.5815099085685885,4800,0.9502264402736801,-3.146875154867348,1,0.6622630787220203,1.1601035747076742,1,1,1,1
0.1376118831422177,1490,0.14522174992564682,2.077264836865389,1,0.6622630787220203,1.1601035747076742,1,1,1,1
-0.24709973889397033,2000,-0.664452642136452,-0.2316682727128308,1,-0.15733749619219303,0.20190148061379656,1,0,0,1
-0.4172606486407458,1000,0.012005537069348154,1.0641747653682128,1,-0.9769380711064063,-0.7563006134800812,0,0,1,1
-0.23230313804642463,1950,1.3053831985999138,-0.5989493145760227,1,-0.15733749619219303,0.20190148061379656,1,1,1,1
0.9292300284859123,4800,-0.6027088083310875,-0.03612228871679626,1,1.4818636536362335,1.1601035747076742,1,0,1,1
0.15980678441353624,1800,2.239972111578141,0.9442295405422584,1,0.6622630787220203,0.20190148061379656,1,1,1,1
1.5432889636590585,12000,0.0025364197029566714,0.08264735178480405,1,2.3014642285504467,3.07650776289543,1,0,1,1
-0.1139303312660591,2000,-0.6765160382373633,-0.23926325992179767,1,0.6622630787220203,0.20190148061379656,0,0,1,1
0.10062038102335345,3000,-0.6983079795799783,0.532760777599726,1,0.6622630787220203,0.20190148061379656,1,1,1,1
-0.24709973889397033,1200,-1.7344629048924083,-0.7380102529872359,1,0.6622630787220203,-0.7563006134800812,0,0,1,1
0.2559846899225832,3144,1.230538257198429,-0.6080120010019063,1,0.6622630787220203,0.20190148061379656,1,0,1,1
-0.13612523253737763,1300,-0.17932251937007604,1.7127695736123794,1,0.6622630787220203,-0.7563006134800812,0,0,1,1
0.1524084839897634,1800,-0.8365830359641567,-1.1351155129152466,1,1.4818636536362335,0.20190148061379656,1,0,1,1
