area,local_price,latitud,longitud,tipology,n_rooms,n_baths,has_garage,has_pool,has_elevator,is_exterior
0.3610005400946668,3200,0.2113725733458833,-0.12922419995109435,1,-0.983623299806654,0.22191299406822518,0,0,1,1
1.8700496730596021,6000,0.27101103397175125,0.015917015423689673,1,1.5159092123475486,2.203167228838134,1,1,1,1
0.5053443702043563,2460,1.2473629504803925,-0.6591862771541289,1,0.6827317082961478,0.22191299406822518,1,1,1,1
-0.12451961572883405,3000,0.3316912144331259,0.49234104542025026,1,0.6827317082961478,1.2125401114531793,0,0,0,1
0.2297788763585855,3675,-0.6911474497701382,0.558072275227267,1,0.6827317082961478,0.22191299406822518,1,1,1,1
-0.49194027418986175,3000,0.6860061737298858,2.095353428280834,1,-0.15044579575525308,0.22191299406822518,0,1,0,1
1.4501403491041418,9450,-0.2777148897665976,0.26279487385377953,1,0.6827317082961478,1.2125401114531793,0,0,1,1
1.1483305225111546,5400,-0.10713326658226358,0.4635769042403316,1,0.6827317082961478,1.2125401114531793,0,0,1,1
0.6890546994348701,3600,-0.16937602679823216,-0.2765471266330296,1,0.6827317082961478,1.2125401114531793,0,0,1,1
0.032946380754463524,3000,-0.4482965129475359,-0.8298836568855716,1,-0.983623299806654,-0.768714123316729,0,0,0,0
-1.0430712618814033,1350,-0.9804851342834826,-0.11567462446527754,1,-1.8168008038580548,-0.768714123316729,1,0,0,1
0.16416804449054484,3750,-0.35363022283023055,-0.31843024238309897,1,-0.15044579575525308,0.22191299406822518,0,0,1,1
0.30851187460023427,7500,-0.26091715740610705,-0.24227847041197573,1,-0.15044579575525308,1.2125401114531793,0,0,1,1
3.1822663104204154,9000,-0.2688602711573934,0.2024461554949221,1,1.5159092123475486,2.203167228838134,1,0,1,1
-0.6887727697939837,850,0.2264775109707953,0.4102972175837653,1,-0.983623299806654,-0.768714123316729,0,0,0,1
3.0772889794315503,4200,1.3432011754139466,-1.232380686309934,1,2.3490867163989497,3.193794346223088,1,1,1,1
-0.41320727594821294,1900,-0.7194041003299335,-0.5074568677664382,1,-0.15044579575525308,-0.768714123316729,0,0,1,1
-0.4263294423218211,950,1.2942730231132231,1.1974711430811364,1,0.6827317082961478,-0.768714123316729,0,1,1,1
-0.6887727697939837,1250,-0.6446607020791535,-1.3085898717364126,1,-0.15044579575525308,-0.768714123316729,0,0,0,0
0.6890546994348701,4153,-0.3667819357651138,0.2845761035146071,1,1.5159092123475486,1.2125401114531793,0,0,1,1
-0.9774604300133626,795,-2.514547808120419,2.744635019270436,1,-1.8168008038580548,-0.768714123316729,1,1,1,1
-0.12451961572883405,2400,0.11514370347349888,0.06046985685194507,1,-0.15044579575525308,0.22191299406822518,1,0,1,1
-0.7281392689148081,1750,-0.14307260093186125,-0.8241710180682604,1,-0.983623299806654,-0.768714123316729,0,0,1,1
-0.6887727697939837,1800,0.8309354459481634,0.14437962199033166,1,-0.983623299806654,-0.768714123316729,1,0,1,1
0.6234438675668295,1800,0.7525460282717761,2.717499984889,1,0.6827317082961478,0.22191299406822518,1,0,1,1
0.032946380754463524,4200,-0.11911304469750256,-0.0056704438251717,1,-0.15044579575525308,0.22191299406822518,0,0,1,1
-0.2951077785857398,2500,-0.6834647659803358,-0.6889408004403537,1,-0.15044579575525308,0.22191299406822518,0,1,1,1
2.5261579917400088,8500,-0.26352145699620766,-0.026841655521961813,1,0.6827317082961478,1.2125401114531793,0,0,1,1
-0.49194027418986175,1100,-0.16824429069991687,-0.6496760787896861,1,0.6827317082961478,-0.768714123316729,0,0,0,1
-0.5575511060579024,2170,-0.2920385375140913,0.5490224793123503,1,-0.15044579575525308,-0.768714123316729,0,0,0,0
-0.5575511060579024,950,-0.1386452916288357,-0.6376131712691832,1,-1.8168008038580548,-0.768714123316729,0,0,0,0
2.1193708341581567,3500,0.8875789620417046,0.9394555064104887,1,1.5159092123475486,1.2125401114531793,1,1,1,1
-0.5837954388051186,2550,-0.15036463978622885,0.3309087620618716,1,-0.983623299806654,-0.768714123316729,0,0,1,1
-0.38696294320099667,1270,-2.466238050713356,2.8556224053351977,1,-0.15044579575525308,0.22191299406822518,1,1,1,1
-0.2951077785857398,2344,0.09365823185213698,0.05058038915092791,1,-0.15044579575525308,-0.768714123316729,0,0,0,0
-0.623161937925943,1377,1.0375866184594413,-0.6061003609095288,1,-0.15044579575525308,-0.768714123316729,0,0,0,1
-0.4263294423218211,2565,0.1017315605841654,0.6634762027496511,1,-0.983623299806654,-0.768714123316729,0,0,1,1
-0.6887727697939837,1890,-0.5630159099157469,-0.44739521668499893,1,-0.983623299806654,-0.768714123316729,0,0,1,1
-0.5575511060579024,2750,-0.6171853413999295,-0.37435094799032737,1,-0.983623299806654,-0.768714123316729,0,0,1,1
0.2297788763585855,2000,-0.5486922621648574,-0.4780252951671267,1,-0.15044579575525308,-0.768714123316729,0,0,0,1
0.08543504624889606,1160,-1.1522386922840653,4.018661125727105,1,-0.15044579575525308,0.22191299406822518,0,1,1,1
0.09855721262250418,2500,-0.27263650556350016,0.0011545806911408545,1,-0.15044579575525308,0.22191299406822518,1,0,1,0
-0.8856052653981057,1770,0.104075430212782,-0.6699513000507282,1,-0.983623299806654,-0.768714123316729,0,0,0,0
0.16416804449054484,3800,0.6031894467507156,0.07477298394066219,1,0.6827317082961478,2.203167228838134,1,0,1,1
0.5578330356987887,2900,0.9727395586531297,-0.30978951733798815,1,0.6827317082961478,0.22191299406822518,1,0,1,1
1.0302310251486815,4500,0.15446862729085797,0.002238259662912358,1,1.5159092123475486,2.203167228838134,0,0,1,1
